instant,dteday,season,yr,mnth,hr,weekday,daystatus,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,level_pengguna
223,2011-01-10,Spring,2011,Januari,13,Senin,Workingday,mist,0.2,0.1818,0.4,0.2836,4,50,54,Middle
224,2011-01-10,Spring,2011,Januari,14,Senin,Workingday,mist,0.2,0.197,0.4,0.2239,0,47,47,Middle
225,2011-01-10,Spring,2011,Januari,15,Senin,Workingday,mist,0.2,0.197,0.4,0.2239,2,43,45,Middle
226,2011-01-10,Spring,2011,Januari,16,Senin,Workingday,clear,0.2,0.2121,0.4,0.1343,4,70,74,Middle
227,2011-01-10,Spring,2011,Januari,17,Senin,Workingday,clear,0.2,0.2273,0.4,0.1045,4,174,178,Middle
228,2011-01-10,Spring,2011,Januari,18,Senin,Workingday,clear,0.2,0.197,0.4,0.2239,1,154,155,Middle
229,2011-01-10,Spring,2011,Januari,19,Senin,Workingday,clear,0.16,0.1667,0.47,0.1642,3,92,95,Middle
230,2011-01-10,Spring,2011,Januari,20,Senin,Workingday,clear,0.16,0.1667,0.5,0.1642,1,73,74,Middle
231,2011-01-10,Spring,2011,Januari,21,Senin,Workingday,clear,0.14,0.1364,0.59,0.194,1,37,38,Low
232,2011-01-10,Spring,2011,Januari,22,Senin,Workingday,clear,0.14,0.1515,0.59,0.1642,2,22,24,Low
233,2011-01-10,Spring,2011,Januari,23,Senin,Workingday,clear,0.14,0.1515,0.59,0.1642,0,18,18,Low
234,2011-01-11,Spring,2011,Januari,0,Selasa,Workingday,clear,0.14,0.1667,0.59,0.1045,2,10,12,Low
235,2011-01-11,Spring,2011,Januari,1,Selasa,Workingday,clear,0.14,0.1515,0.59,0.1642,0,3,3,Low
236,2011-01-11,Spring,2011,Januari,2,Selasa,Workingday,mist,0.16,0.1515,0.55,0.194,0,3,3,Low
237,2011-01-11,Spring,2011,Januari,5,Selasa,Workingday,mist,0.16,0.1818,0.55,0.1343,0,6,6,Low
238,2011-01-11,Spring,2011,Januari,6,Selasa,Workingday,mist,0.16,0.1818,0.55,0.1343,0,27,27,Low
239,2011-01-11,Spring,2011,Januari,7,Selasa,Workingday,mist,0.16,0.2273,0.55,0.0,2,97,99,Middle
240,2011-01-11,Spring,2011,Januari,8,Selasa,Workingday,mist,0.18,0.2121,0.51,0.0896,3,214,217,Middle
241,2011-01-11,Spring,2011,Januari,9,Selasa,Workingday,mist,0.18,0.197,0.51,0.1642,3,127,130,Middle
242,2011-01-11,Spring,2011,Januari,10,Selasa,Workingday,mist,0.2,0.2121,0.51,0.1642,3,51,54,Middle
243,2011-01-11,Spring,2011,Januari,11,Selasa,Workingday,mist,0.2,0.2121,0.47,0.1343,4,31,35,Low
244,2011-01-11,Spring,2011,Januari,12,Selasa,Workingday,mist,0.2,0.2273,0.51,0.1045,2,55,57,Middle
245,2011-01-11,Spring,2011,Januari,13,Selasa,Workingday,mist,0.2,0.2273,0.59,0.0896,6,46,52,Middle
246,2011-01-11,Spring,2011,Januari,14,Selasa,Workingday,mist,0.2,0.2273,0.59,0.0896,3,60,63,Middle
247,2011-01-11,Spring,2011,Januari,15,Selasa,Workingday,mist,0.16,0.197,0.8,0.0896,2,45,47,Middle
248,2011-01-11,Spring,2011,Januari,16,Selasa,Workingday,mist,0.16,0.1515,0.86,0.2239,4,72,76,Middle
249,2011-01-11,Spring,2011,Januari,17,Selasa,Workingday,mist,0.16,0.1515,0.86,0.2239,6,130,136,Middle
250,2011-01-11,Spring,2011,Januari,18,Selasa,Workingday,light snow,0.16,0.1818,0.93,0.1045,1,94,95,Middle
251,2011-01-11,Spring,2011,Januari,19,Selasa,Workingday,light snow,0.16,0.2273,0.93,0.0,0,51,51,Middle
252,2011-01-11,Spring,2011,Januari,20,Selasa,Workingday,light snow,0.16,0.1515,0.93,0.194,0,32,32,Low
253,2011-01-11,Spring,2011,Januari,21,Selasa,Workingday,light snow,0.16,0.197,0.86,0.0896,0,20,20,Low
254,2011-01-11,Spring,2011,Januari,22,Selasa,Workingday,light snow,0.16,0.1818,0.93,0.1045,1,28,29,Low
255,2011-01-11,Spring,2011,Januari,23,Selasa,Workingday,light snow,0.16,0.197,0.93,0.0896,1,18,19,Low
256,2011-01-12,Spring,2011,Januari,0,Rabu,Workingday,mist,0.16,0.197,0.86,0.0896,0,7,7,Low
257,2011-01-12,Spring,2011,Januari,1,Rabu,Workingday,mist,0.16,0.1818,0.86,0.1045,0,6,6,Low
258,2011-01-12,Spring,2011,Januari,2,Rabu,Workingday,clear,0.14,0.1515,0.86,0.1343,0,1,1,Low
259,2011-01-12,Spring,2011,Januari,5,Rabu,Workingday,clear,0.14,0.1515,0.86,0.1642,0,5,5,Low
260,2011-01-12,Spring,2011,Januari,6,Rabu,Workingday,clear,0.12,0.1515,0.93,0.1343,0,16,16,Low
261,2011-01-12,Spring,2011,Januari,7,Rabu,Workingday,clear,0.14,0.1515,0.69,0.1343,0,54,54,Middle
262,2011-01-12,Spring,2011,Januari,8,Rabu,Workingday,clear,0.16,0.1667,0.59,0.1642,3,125,128,Middle
263,2011-01-12,Spring,2011,Januari,9,Rabu,Workingday,clear,0.16,0.1364,0.59,0.3284,3,78,81,Middle
264,2011-01-12,Spring,2011,Januari,10,Rabu,Workingday,clear,0.18,0.1818,0.55,0.2239,0,39,39,Low
265,2011-01-12,Spring,2011,Januari,11,Rabu,Workingday,clear,0.2,0.1818,0.51,0.3881,3,32,35,Low
266,2011-01-12,Spring,2011,Januari,12,Rabu,Workingday,clear,0.2,0.1515,0.47,0.5821,3,52,55,Middle
267,2011-01-12,Spring,2011,Januari,13,Rabu,Workingday,clear,0.22,0.197,0.44,0.3582,0,49,49,Middle
268,2011-01-12,Spring,2011,Januari,14,Rabu,Workingday,clear,0.2,0.1818,0.47,0.3284,0,44,44,Middle
269,2011-01-12,Spring,2011,Januari,15,Rabu,Workingday,clear,0.2,0.1667,0.47,0.4179,1,48,49,Middle
270,2011-01-12,Spring,2011,Januari,16,Rabu,Workingday,clear,0.22,0.197,0.44,0.3284,5,63,68,Middle
271,2011-01-12,Spring,2011,Januari,17,Rabu,Workingday,clear,0.2,0.1818,0.47,0.3582,0,139,139,Middle
272,2011-01-12,Spring,2011,Januari,18,Rabu,Workingday,clear,0.2,0.1515,0.47,0.5224,2,135,137,Middle
273,2011-01-12,Spring,2011,Januari,19,Rabu,Workingday,clear,0.18,0.1515,0.47,0.4179,1,82,83,Middle
274,2011-01-12,Spring,2011,Januari,20,Rabu,Workingday,clear,0.16,0.1364,0.5,0.3284,2,54,56,Middle
275,2011-01-12,Spring,2011,Januari,21,Rabu,Workingday,clear,0.16,0.1364,0.55,0.3284,0,57,57,Middle
276,2011-01-12,Spring,2011,Januari,22,Rabu,Workingday,clear,0.16,0.1212,0.55,0.4478,1,32,33,Low
277,2011-01-12,Spring,2011,Januari,23,Rabu,Workingday,clear,0.14,0.1061,0.59,0.4179,1,19,20,Low
278,2011-01-13,Spring,2011,Januari,0,Kamis,Workingday,clear,0.14,0.1212,0.59,0.2836,1,6,7,Low
279,2011-01-13,Spring,2011,Januari,1,Kamis,Workingday,clear,0.14,0.1212,0.5,0.2836,0,2,2,Low
280,2011-01-13,Spring,2011,Januari,2,Kamis,Workingday,clear,0.14,0.1212,0.5,0.3582,0,2,2,Low
281,2011-01-13,Spring,2011,Januari,3,Kamis,Workingday,clear,0.14,0.1212,0.5,0.3284,0,3,3,Low
282,2011-01-13,Spring,2011,Januari,4,Kamis,Workingday,clear,0.14,0.1212,0.5,0.2537,0,4,4,Low
283,2011-01-13,Spring,2011,Januari,5,Kamis,Workingday,clear,0.14,0.1212,0.5,0.2985,0,3,3,Low
284,2011-01-13,Spring,2011,Januari,6,Kamis,Workingday,clear,0.12,0.1515,0.54,0.1343,0,28,28,Low
285,2011-01-13,Spring,2011,Januari,7,Kamis,Workingday,clear,0.12,0.1515,0.54,0.1343,0,72,72,Middle
286,2011-01-13,Spring,2011,Januari,8,Kamis,Workingday,clear,0.14,0.1364,0.5,0.194,5,197,202,Middle
287,2011-01-13,Spring,2011,Januari,9,Kamis,Workingday,clear,0.14,0.1212,0.5,0.3284,2,137,139,Middle
288,2011-01-13,Spring,2011,Januari,10,Kamis,Workingday,mist,0.16,0.1364,0.5,0.3582,2,36,38,Low
289,2011-01-13,Spring,2011,Januari,11,Kamis,Workingday,mist,0.2,0.1667,0.44,0.4478,4,33,37,Low
290,2011-01-13,Spring,2011,Januari,12,Kamis,Workingday,clear,0.2,0.1667,0.44,0.4179,3,49,52,Middle
291,2011-01-13,Spring,2011,Januari,13,Kamis,Workingday,clear,0.22,0.197,0.41,0.4478,2,81,83,Middle
292,2011-01-13,Spring,2011,Januari,14,Kamis,Workingday,clear,0.22,0.197,0.41,0.3881,3,39,42,Middle
293,2011-01-13,Spring,2011,Januari,15,Kamis,Workingday,clear,0.24,0.2121,0.38,0.2985,5,55,60,Middle
294,2011-01-13,Spring,2011,Januari,16,Kamis,Workingday,clear,0.24,0.2121,0.38,0.3582,2,76,78,Middle
295,2011-01-13,Spring,2011,Januari,17,Kamis,Workingday,clear,0.2,0.1818,0.4,0.2836,4,158,162,Middle
296,2011-01-13,Spring,2011,Januari,18,Kamis,Workingday,clear,0.2,0.1818,0.4,0.3284,3,141,144,Middle
297,2011-01-13,Spring,2011,Januari,19,Kamis,Workingday,clear,0.16,0.1515,0.47,0.2537,1,98,99,Middle
298,2011-01-13,Spring,2011,Januari,20,Kamis,Workingday,clear,0.16,0.1515,0.47,0.2239,0,64,64,Middle
299,2011-01-13,Spring,2011,Januari,21,Kamis,Workingday,clear,0.14,0.1212,0.46,0.2985,0,40,40,Low
300,2011-01-13,Spring,2011,Januari,22,Kamis,Workingday,clear,0.14,0.1212,0.46,0.3284,0,30,30,Low
301,2011-01-13,Spring,2011,Januari,23,Kamis,Workingday,clear,0.12,0.1364,0.5,0.194,1,14,15,Low
302,2011-01-14,Spring,2011,Januari,0,Jumat,Workingday,clear,0.12,0.1364,0.5,0.194,0,14,14,Low
303,2011-01-14,Spring,2011,Januari,1,Jumat,Workingday,clear,0.1,0.1212,0.54,0.1642,0,5,5,Low
304,2011-01-14,Spring,2011,Januari,2,Jumat,Workingday,clear,0.1,0.1212,0.54,0.1343,0,1,1,Low
305,2011-01-14,Spring,2011,Januari,3,Jumat,Workingday,clear,0.1,0.1364,0.54,0.1045,0,1,1,Low
306,2011-01-14,Spring,2011,Januari,5,Jumat,Workingday,clear,0.1,0.1364,0.54,0.0896,0,8,8,Low
307,2011-01-14,Spring,2011,Januari,6,Jumat,Workingday,clear,0.1,0.1818,0.54,0.0,0,17,17,Low
308,2011-01-14,Spring,2011,Januari,7,Jumat,Workingday,clear,0.1,0.1212,0.74,0.1642,0,70,70,Middle
309,2011-01-14,Spring,2011,Januari,8,Jumat,Workingday,clear,0.12,0.1667,0.68,0.0,2,156,158,Middle
310,2011-01-14,Spring,2011,Januari,9,Jumat,Workingday,clear,0.14,0.1515,0.69,0.1343,0,117,117,Middle
311,2011-01-14,Spring,2011,Januari,10,Jumat,Workingday,clear,0.18,0.1818,0.55,0.194,4,40,44,Middle
312,2011-01-14,Spring,2011,Januari,11,Jumat,Workingday,clear,0.18,0.1667,0.51,0.2836,6,47,53,Middle
313,2011-01-14,Spring,2011,Januari,12,Jumat,Workingday,clear,0.2,0.197,0.44,0.2537,2,59,61,Middle
314,2011-01-14,Spring,2011,Januari,13,Jumat,Workingday,clear,0.22,0.197,0.37,0.3881,4,73,77,Middle
315,2011-01-14,Spring,2011,Januari,14,Jumat,Workingday,clear,0.22,0.2121,0.41,0.2836,5,59,64,Middle
316,2011-01-14,Spring,2011,Januari,15,Jumat,Workingday,clear,0.24,0.2424,0.38,0.1642,9,59,68,Middle
317,2011-01-14,Spring,2011,Januari,16,Jumat,Workingday,clear,0.22,0.2424,0.41,0.1045,3,87,90,Middle
318,2011-01-14,Spring,2011,Januari,17,Jumat,Workingday,clear,0.22,0.2273,0.41,0.1642,4,155,159,Middle
319,2011-01-14,Spring,2011,Januari,18,Jumat,Workingday,clear,0.2,0.2576,0.47,0.0,5,134,139,Middle
320,2011-01-14,Spring,2011,Januari,19,Jumat,Workingday,clear,0.16,0.197,0.59,0.0896,3,89,92,Middle
321,2011-01-14,Spring,2011,Januari,20,Jumat,Workingday,clear,0.18,0.2424,0.59,0.0,0,68,68,Middle
322,2011-01-14,Spring,2011,Januari,21,Jumat,Workingday,clear,0.16,0.2273,0.69,0.0,4,48,52,Middle
323,2011-01-14,Spring,2011,Januari,22,Jumat,Workingday,mist,0.16,0.2273,0.69,0.0,2,34,36,Low
324,2011-01-14,Spring,2011,Januari,23,Jumat,Workingday,mist,0.18,0.2424,0.55,0.0,1,26,27,Low
325,2011-01-15,Spring,2011,Januari,0,Sabtu,Holiday,clear,0.18,0.2424,0.55,0.0,3,25,28,Low
326,2011-01-15,Spring,2011,Januari,1,Sabtu,Holiday,mist,0.16,0.197,0.59,0.0896,2,18,20,Low
327,2011-01-15,Spring,2011,Januari,2,Sabtu,Holiday,mist,0.16,0.197,0.59,0.0896,0,12,12,Low
328,2011-01-15,Spring,2011,Januari,3,Sabtu,Holiday,mist,0.16,0.2273,0.59,0.0,1,7,8,Low
329,2011-01-15,Spring,2011,Januari,4,Sabtu,Holiday,mist,0.16,0.2273,0.59,0.0,0,5,5,Low
330,2011-01-15,Spring,2011,Januari,5,Sabtu,Holiday,clear,0.16,0.2273,0.59,0.0,0,1,1,Low
331,2011-01-15,Spring,2011,Januari,6,Sabtu,Holiday,clear,0.14,0.1667,0.63,0.1045,1,2,3,Low
332,2011-01-15,Spring,2011,Januari,7,Sabtu,Holiday,clear,0.14,0.2121,0.63,0.0,1,9,10,Low
333,2011-01-15,Spring,2011,Januari,8,Sabtu,Holiday,clear,0.14,0.1515,0.63,0.1343,1,22,23,Low
334,2011-01-15,Spring,2011,Januari,9,Sabtu,Holiday,clear,0.16,0.1818,0.64,0.1343,2,31,33,Low
335,2011-01-15,Spring,2011,Januari,10,Sabtu,Holiday,clear,0.18,0.197,0.59,0.1642,2,57,59,Middle
336,2011-01-15,Spring,2011,Januari,11,Sabtu,Holiday,clear,0.2,0.197,0.55,0.2239,18,54,72,Middle
337,2011-01-15,Spring,2011,Januari,12,Sabtu,Holiday,clear,0.24,0.2273,0.48,0.2239,15,74,89,Middle
338,2011-01-15,Spring,2011,Januari,13,Sabtu,Holiday,clear,0.28,0.2576,0.38,0.2985,21,80,101,Middle
339,2011-01-15,Spring,2011,Januari,14,Sabtu,Holiday,clear,0.3,0.2879,0.39,0.2836,26,92,118,Middle
340,2011-01-15,Spring,2011,Januari,15,Sabtu,Holiday,mist,0.32,0.3182,0.36,0.194,21,108,129,Middle
341,2011-01-15,Spring,2011,Januari,16,Sabtu,Holiday,mist,0.34,0.3333,0.34,0.194,33,95,128,Middle
342,2011-01-15,Spring,2011,Januari,17,Sabtu,Holiday,mist,0.32,0.303,0.36,0.2836,29,54,83,Middle
343,2011-01-15,Spring,2011,Januari,18,Sabtu,Holiday,mist,0.3,0.2879,0.45,0.2537,15,69,84,Middle
344,2011-01-15,Spring,2011,Januari,19,Sabtu,Holiday,mist,0.32,0.303,0.39,0.2537,14,60,74,Middle
345,2011-01-15,Spring,2011,Januari,20,Sabtu,Holiday,mist,0.32,0.303,0.39,0.2537,6,35,41,Middle
346,2011-01-15,Spring,2011,Januari,21,Sabtu,Holiday,mist,0.32,0.303,0.39,0.2239,6,51,57,Middle
347,2011-01-15,Spring,2011,Januari,22,Sabtu,Holiday,mist,0.3,0.3182,0.42,0.1045,0,26,26,Low
348,2011-01-15,Spring,2011,Januari,23,Sabtu,Holiday,clear,0.3,0.2879,0.45,0.2836,5,39,44,Middle
349,2011-01-16,Spring,2011,Januari,0,Minggu,Holiday,clear,0.26,0.303,0.56,0.0,6,33,39,Low
350,2011-01-16,Spring,2011,Januari,1,Minggu,Holiday,clear,0.26,0.2727,0.56,0.1343,4,19,23,Low
351,2011-01-16,Spring,2011,Januari,2,Minggu,Holiday,clear,0.26,0.2879,0.56,0.0896,3,13,16,Low
352,2011-01-16,Spring,2011,Januari,3,Minggu,Holiday,clear,0.22,0.2727,0.69,0.0,9,6,15,Low
353,2011-01-16,Spring,2011,Januari,4,Minggu,Holiday,clear,0.26,0.2576,0.56,0.1642,0,1,1,Low
354,2011-01-16,Spring,2011,Januari,5,Minggu,Holiday,mist,0.26,0.2576,0.56,0.1642,1,1,2,Low
355,2011-01-16,Spring,2011,Januari,6,Minggu,Holiday,mist,0.26,0.2576,0.56,0.1642,0,1,1,Low
356,2011-01-16,Spring,2011,Januari,7,Minggu,Holiday,mist,0.24,0.2121,0.56,0.2985,0,3,3,Low
357,2011-01-16,Spring,2011,Januari,8,Minggu,Holiday,clear,0.22,0.2121,0.55,0.2836,0,18,18,Low
358,2011-01-16,Spring,2011,Januari,9,Minggu,Holiday,clear,0.22,0.2121,0.51,0.2537,3,29,32,Low
359,2011-01-16,Spring,2011,Januari,10,Minggu,Holiday,clear,0.22,0.2121,0.51,0.2836,8,71,79,Middle
360,2011-01-16,Spring,2011,Januari,11,Minggu,Holiday,clear,0.24,0.2273,0.44,0.2537,23,70,93,Middle
361,2011-01-16,Spring,2011,Januari,12,Minggu,Holiday,clear,0.24,0.2121,0.41,0.2836,29,75,104,Middle
362,2011-01-16,Spring,2011,Januari,13,Minggu,Holiday,clear,0.26,0.2273,0.35,0.2985,23,95,118,Middle
363,2011-01-16,Spring,2011,Januari,14,Minggu,Holiday,clear,0.28,0.2727,0.36,0.2537,22,69,91,Middle
364,2011-01-16,Spring,2011,Januari,15,Minggu,Holiday,clear,0.26,0.2424,0.38,0.2537,35,78,113,Middle
365,2011-01-16,Spring,2011,Januari,16,Minggu,Holiday,clear,0.24,0.2273,0.38,0.2239,22,77,99,Middle
366,2011-01-16,Spring,2011,Januari,17,Minggu,Holiday,clear,0.22,0.2121,0.37,0.2537,23,82,105,Middle
367,2011-01-16,Spring,2011,Januari,18,Minggu,Holiday,clear,0.2,0.2121,0.4,0.1642,11,56,67,Middle
368,2011-01-16,Spring,2011,Januari,19,Minggu,Holiday,clear,0.18,0.197,0.47,0.1343,14,47,61,Middle
369,2011-01-16,Spring,2011,Januari,20,Minggu,Holiday,clear,0.18,0.197,0.47,0.1642,7,50,57,Middle
370,2011-01-16,Spring,2011,Januari,21,Minggu,Holiday,clear,0.18,0.197,0.51,0.1642,6,22,28,Low
371,2011-01-16,Spring,2011,Januari,22,Minggu,Holiday,mist,0.2,0.2121,0.49,0.1343,2,19,21,Low
372,2011-01-16,Spring,2011,Januari,23,Minggu,Holiday,mist,0.2,0.2273,0.4,0.1045,0,18,18,Low
373,2011-01-17,Spring,2011,Januari,0,Senin,Holiday,mist,0.2,0.197,0.47,0.2239,1,16,17,Low
374,2011-01-17,Spring,2011,Januari,1,Senin,Holiday,mist,0.2,0.197,0.44,0.194,1,15,16,Low
375,2011-01-17,Spring,2011,Januari,2,Senin,Holiday,mist,0.18,0.1667,0.43,0.2537,0,8,8,Low
376,2011-01-17,Spring,2011,Januari,3,Senin,Holiday,mist,0.18,0.1818,0.43,0.194,0,2,2,Low
377,2011-01-17,Spring,2011,Januari,4,Senin,Holiday,mist,0.18,0.197,0.43,0.1343,1,2,3,Low
378,2011-01-17,Spring,2011,Januari,5,Senin,Holiday,mist,0.18,0.197,0.43,0.1642,0,1,1,Low
379,2011-01-17,Spring,2011,Januari,6,Senin,Holiday,mist,0.18,0.1818,0.43,0.194,0,5,5,Low
380,2011-01-17,Spring,2011,Januari,7,Senin,Holiday,mist,0.16,0.1818,0.5,0.1343,4,9,13,Low
381,2011-01-17,Spring,2011,Januari,8,Senin,Holiday,mist,0.16,0.1515,0.47,0.2239,3,30,33,Low
382,2011-01-17,Spring,2011,Januari,9,Senin,Holiday,mist,0.16,0.1515,0.47,0.2239,8,39,47,Middle
383,2011-01-17,Spring,2011,Januari,10,Senin,Holiday,mist,0.16,0.1515,0.5,0.2537,7,50,57,Middle
384,2011-01-17,Spring,2011,Januari,11,Senin,Holiday,mist,0.16,0.1515,0.55,0.194,9,55,64,Middle
385,2011-01-17,Spring,2011,Januari,12,Senin,Holiday,mist,0.18,0.197,0.47,0.1343,10,70,80,Middle
386,2011-01-17,Spring,2011,Januari,13,Senin,Holiday,mist,0.18,0.197,0.47,0.1343,13,80,93,Middle
387,2011-01-17,Spring,2011,Januari,14,Senin,Holiday,mist,0.18,0.2121,0.43,0.1045,12,74,86,Middle
388,2011-01-17,Spring,2011,Januari,15,Senin,Holiday,mist,0.2,0.2121,0.47,0.1642,21,72,93,Middle
389,2011-01-17,Spring,2011,Januari,16,Senin,Holiday,mist,0.2,0.2121,0.47,0.1642,6,76,82,Middle
390,2011-01-17,Spring,2011,Januari,17,Senin,Holiday,clear,0.2,0.197,0.51,0.194,4,67,71,Middle
391,2011-01-17,Spring,2011,Januari,18,Senin,Holiday,mist,0.18,0.1667,0.55,0.2537,7,85,92,Middle
392,2011-01-17,Spring,2011,Januari,19,Senin,Holiday,light snow,0.18,0.1818,0.59,0.194,2,58,60,Middle
393,2011-01-17,Spring,2011,Januari,20,Senin,Holiday,light snow,0.16,0.1515,0.8,0.194,4,29,33,Low
394,2011-01-17,Spring,2011,Januari,21,Senin,Holiday,light snow,0.16,0.1515,0.8,0.194,3,24,27,Low
395,2011-01-17,Spring,2011,Januari,22,Senin,Holiday,light snow,0.14,0.1212,0.93,0.2537,0,13,13,Low
396,2011-01-17,Spring,2011,Januari,23,Senin,Holiday,light snow,0.16,0.1364,0.86,0.2836,1,3,4,Low
397,2011-01-18,Spring,2011,Januari,12,Selasa,Workingday,mist,0.2,0.1818,0.86,0.3284,0,3,3,Low
398,2011-01-18,Spring,2011,Januari,13,Selasa,Workingday,mist,0.2,0.197,0.86,0.2239,0,22,22,Low
399,2011-01-18,Spring,2011,Januari,14,Selasa,Workingday,mist,0.22,0.2273,0.8,0.1642,2,26,28,Low
400,2011-01-18,Spring,2011,Januari,15,Selasa,Workingday,mist,0.22,0.2273,0.87,0.1642,3,32,35,Low
401,2011-01-18,Spring,2011,Januari,16,Selasa,Workingday,mist,0.22,0.2273,0.87,0.194,0,61,61,Middle
402,2011-01-18,Spring,2011,Januari,17,Selasa,Workingday,mist,0.22,0.2273,0.82,0.194,1,124,125,Middle
403,2011-01-18,Spring,2011,Januari,18,Selasa,Workingday,mist,0.22,0.2273,0.8,0.1642,1,132,133,Middle
404,2011-01-18,Spring,2011,Januari,19,Selasa,Workingday,mist,0.22,0.2273,0.8,0.1343,1,98,99,Middle
405,2011-01-18,Spring,2011,Januari,20,Selasa,Workingday,mist,0.22,0.2727,0.87,0.0,0,83,83,Middle
406,2011-01-18,Spring,2011,Januari,21,Selasa,Workingday,mist,0.22,0.2424,0.93,0.1045,0,41,41,Middle
407,2011-01-18,Spring,2011,Januari,22,Selasa,Workingday,mist,0.22,0.2576,0.93,0.0896,0,33,33,Low
408,2011-01-18,Spring,2011,Januari,23,Selasa,Workingday,mist,0.22,0.2727,0.93,0.0,1,19,20,Low
409,2011-01-19,Spring,2011,Januari,0,Rabu,Workingday,mist,0.22,0.2727,0.93,0.0,0,3,3,Low
410,2011-01-19,Spring,2011,Januari,1,Rabu,Workingday,light snow,0.22,0.2273,0.93,0.1343,1,6,7,Low
411,2011-01-19,Spring,2011,Januari,2,Rabu,Workingday,light snow,0.22,0.2273,0.93,0.1343,0,3,3,Low
412,2011-01-19,Spring,2011,Januari,4,Rabu,Workingday,light snow,0.22,0.2273,0.93,0.1343,1,1,2,Low
413,2011-01-19,Spring,2011,Januari,5,Rabu,Workingday,mist,0.22,0.2576,0.93,0.0896,0,7,7,Low
414,2011-01-19,Spring,2011,Januari,6,Rabu,Workingday,mist,0.22,0.2576,0.93,0.0896,0,32,32,Low
415,2011-01-19,Spring,2011,Januari,7,Rabu,Workingday,mist,0.24,0.2576,0.92,0.1045,1,89,90,Middle
416,2011-01-19,Spring,2011,Januari,8,Rabu,Workingday,mist,0.24,0.2576,0.93,0.1045,1,196,197,Middle
417,2011-01-19,Spring,2011,Januari,9,Rabu,Workingday,mist,0.24,0.2576,0.93,0.1045,2,107,109,Middle
418,2011-01-19,Spring,2011,Januari,10,Rabu,Workingday,mist,0.26,0.2727,0.93,0.1343,1,46,47,Middle
419,2011-01-19,Spring,2011,Januari,11,Rabu,Workingday,mist,0.28,0.303,0.87,0.0896,5,47,52,Middle
420,2011-01-19,Spring,2011,Januari,12,Rabu,Workingday,mist,0.3,0.3182,0.81,0.0896,5,65,70,Middle
421,2011-01-19,Spring,2011,Januari,13,Rabu,Workingday,clear,0.4,0.4091,0.62,0.2836,11,67,78,Middle
422,2011-01-19,Spring,2011,Januari,14,Rabu,Workingday,clear,0.4,0.4091,0.58,0.2537,7,68,75,Middle
423,2011-01-19,Spring,2011,Januari,15,Rabu,Workingday,clear,0.4,0.4091,0.54,0.2836,4,78,82,Middle
424,2011-01-19,Spring,2011,Januari,16,Rabu,Workingday,clear,0.38,0.3939,0.58,0.3881,10,94,104,Middle
425,2011-01-19,Spring,2011,Januari,17,Rabu,Workingday,clear,0.36,0.3333,0.57,0.3284,7,190,197,Middle
426,2011-01-19,Spring,2011,Januari,18,Rabu,Workingday,clear,0.34,0.3182,0.61,0.2836,5,156,161,Middle
427,2011-01-19,Spring,2011,Januari,19,Rabu,Workingday,clear,0.32,0.2879,0.57,0.4179,4,108,112,Middle
428,2011-01-19,Spring,2011,Januari,20,Rabu,Workingday,clear,0.32,0.303,0.49,0.2985,2,74,76,Middle
429,2011-01-19,Spring,2011,Januari,21,Rabu,Workingday,clear,0.32,0.2879,0.49,0.4179,4,55,59,Middle
430,2011-01-19,Spring,2011,Januari,22,Rabu,Workingday,clear,0.3,0.303,0.52,0.1642,6,53,59,Middle
431,2011-01-19,Spring,2011,Januari,23,Rabu,Workingday,clear,0.3,0.2727,0.52,0.4627,1,27,28,Low
432,2011-01-20,Spring,2011,Januari,0,Kamis,Workingday,clear,0.26,0.2273,0.56,0.3881,5,8,13,Low
433,2011-01-20,Spring,2011,Januari,1,Kamis,Workingday,clear,0.26,0.2727,0.56,0.0,2,3,5,Low
434,2011-01-20,Spring,2011,Januari,2,Kamis,Workingday,clear,0.26,0.2727,0.56,0.0,0,2,2,Low
435,2011-01-20,Spring,2011,Januari,3,Kamis,Workingday,clear,0.26,0.2576,0.56,0.1642,0,1,1,Low
436,2011-01-20,Spring,2011,Januari,4,Kamis,Workingday,clear,0.26,0.2576,0.56,0.1642,0,1,1,Low
437,2011-01-20,Spring,2011,Januari,5,Kamis,Workingday,clear,0.24,0.2273,0.6,0.2239,0,6,6,Low
438,2011-01-20,Spring,2011,Januari,6,Kamis,Workingday,clear,0.22,0.2121,0.6,0.2239,0,35,35,Low
439,2011-01-20,Spring,2011,Januari,7,Kamis,Workingday,clear,0.22,0.2121,0.55,0.2239,1,100,101,Middle
440,2011-01-20,Spring,2011,Januari,8,Kamis,Workingday,clear,0.22,0.2121,0.55,0.2836,2,247,249,Middle
441,2011-01-20,Spring,2011,Januari,9,Kamis,Workingday,mist,0.24,0.2273,0.52,0.2239,3,140,143,Middle
442,2011-01-20,Spring,2011,Januari,10,Kamis,Workingday,clear,0.26,0.2273,0.48,0.2985,1,56,57,Middle
443,2011-01-20,Spring,2011,Januari,11,Kamis,Workingday,mist,0.28,0.2727,0.45,0.1642,5,63,68,Middle
444,2011-01-20,Spring,2011,Januari,12,Kamis,Workingday,mist,0.3,0.3333,0.42,0.0,7,77,84,Middle
445,2011-01-20,Spring,2011,Januari,13,Kamis,Workingday,mist,0.28,0.2879,0.45,0.1045,12,86,98,Middle
